ad_id,platform,brand,ad_format,creative_theme,cta_type,audience_segment,language,budget_daily_inr,bid_strategy,ad_copy_length_words,has_price_mention,has_offer_mention,has_expert_mention,has_urgency_words,has_emoji_in_copy,video_duration_seconds,days_active,month_launched,is_own_brand,impressions,clicks,installs,spent_inr,ctr,cpi_inr,d0_removal_rate,d1_retention_rate,d7_retention_rate,purchase_within_7d_rate,onboarding_completion_rate,avg_session_duration_seconds,install_quality_score
AD0371,Google_UAC,Mylo_PregaPlus,Carousel,Testimonial_Mom,Swipe_Up,Pregnant_Tri2,English,980.35,Target_CPA,27,0,0,0,0,0,0,35,Mar,1,423733,5555,1288,32725.86,0.0131,25.41,0.1701,0.4162,0.2633,0.0928,0.8908,265.33,77.88
AD0372,Google_Search,Mylo_LactoMama,Carousel,Product_Demo,Watch_More,Pregnant_Tri2,Hindi,4154.38,Target_CPA,19,0,0,0,0,0,0,54,Aug,1,403172,16019,2997,101331.05,0.0397,33.81,0.1509,0.38,0.2804,0.0996,0.7411,203.2,75.64
AD0373,Google_UAC,Mylo_Ovaluna,Carousel,Discount_Offer,Shop_Now,New_Mom_6_12m,Hindi,6157.49,Cost_Cap,21,1,1,0,1,0,0,53,Sep,1,570549,15747,2624,25067.07,0.0276,9.55,0.3025,0.2013,0.0648,0.025,0.5043,159.49,52.76
AD0374,Google_UAC,PharmEasy_Baby,Carousel,Testimonial_Mom,Sign_Up,Broad_Women_18_24,Marathi,1854.61,Manual_CPC,30,0,0,0,0,0,0,57,Apr,0,28004,278,51,765.0,0.0099,15.0,0.4202,0.2345,0.1388,0.0337,0.7125,169.88,45.11
AD0375,Google_Search,Mylo_DiapersApp,Video_15s,Testimonial_Mom,Install_Now,Toddler_Mom_1_2y,Hindi,2680.21,Cost_Cap,16,0,0,0,0,0,15,22,Apr,1,150929,3497,676,18715.0,0.0232,27.68,0.2332,0.2811,0.1606,0.0584,0.6744,242.85,63.89
AD0376,Meta_Feed,BabyChakra,Stories_Poll,Celebrity_Endorsement,Shop_Now,Broad_Women_35_44,Hindi,4518.87,Target_CPA,13,0,0,0,0,1,0,69,Feb,0,777791,2526,415,8885.45,0.0032,21.41,0.2981,0.2247,0.0597,0.049,0.6637,221.21,56.35
AD0377,Google_Display,Mylo_App,Playable_Ad,Product_Demo,Shop_Now,Broad_Women_35_44,Hindi,3641.59,Target_ROAS,29,0,0,0,0,1,44,65,Sep,1,432871,13612,2099,52038.8,0.0314,24.79,0.2449,0.2314,0.116,0.0167,0.5748,238.97,58.09
AD0378,Google_Display,MamEarth,Stories_Poll,UGC_Repost,Get_Offer,Lookalike_Purchasers,Bengali,4526.99,Max_Conversions,29,0,0,0,0,0,0,26,Jan,0,28049,461,96,1364.58,0.0164,14.21,0.215,0.3143,0.1169,0.0402,0.7959,176.62,65.94
AD0379,Google_UAC,BabyChakra,Collection_Ad,Ingredient_Science,Watch_More,Pregnant_Tri2,Hinglish,940.98,Cost_Cap,25,0,0,0,0,0,0,15,Dec,0,345611,2888,631,14209.52,0.0084,22.52,0.18,0.38,0.2319,0.0481,0.7977,226.65,73.07
AD0380,Google_UAC,PharmEasy_Baby,Video_30s,Discount_Offer,Sign_Up,Pregnant_Tri2,English,4326.5,Max_Value,20,1,1,0,1,1,30,46,Sep,0,255372,4340,984,19680.0,0.017,20.0,0.18,0.38,0.1686,0.0546,0.7,193.99,70.17
AD0381,Meta_Reels,Mylo_DiapersApp,Video_30s,Myth_Busting,Shop_Now,Pregnant_Tri3,Malayalam,6052.58,Target_CPA,22,0,0,0,0,1,30,27,Jul,1,584422,5722,1109,27149.38,0.0098,24.48,0.1358,0.3931,0.2946,0.0851,0.7448,282.9,76.82
AD0382,Google_Search,PharmEasy_Baby,Collection_Ad,Emotional_Journey,Shop_Now,Broad_Women_35_44,Hindi,2666.48,Max_Conversions,25,0,0,0,0,0,0,9,Aug,0,617429,19456,3981,80829.41,0.0315,20.3,0.2792,0.3143,0.1006,0.0618,0.6786,137.48,59.87
AD0383,Meta_Feed,HealthKart_Women,Video_30s,Ingredient_Science,Swipe_Up,Lookalike_Purchasers,Hindi,3356.54,Target_CPA,29,0,0,0,0,1,30,68,Jul,0,280885,1416,257,4953.61,0.005,19.27,0.3272,0.1829,0.0315,0.0265,0.7138,176.59,53.14
AD0384,Google_Search,Mylo_PregaPlus,Static_Image,Celebrity_Endorsement,Sign_Up,New_Mom_0_3m,English,3033.64,Max_Conversions,29,0,0,0,0,1,0,63,Mar,1,1685474,6741,1203,26905.58,0.004,22.37,0.1487,0.3452,0.1673,0.0798,0.7,200.47,70.3
AD0385,Google_Search,HealthKart_Women,Video_15s,Product_Demo,Learn_More,Broad_Women_18_24,Hinglish,3909.17,Manual_CPC,11,0,0,0,0,0,15,25,Aug,0,182794,5551,959,21482.93,0.0304,22.4,0.3625,0.12,0.0996,0.025,0.451,172.67,37.66
AD0386,Google_Search,PharmEasy_Baby,Lead_Form,Myth_Busting,Swipe_Up,Broad_Women_18_24,English,1987.38,Lowest_Cost,23,0,0,0,0,0,0,48,Jan,0,44991,1761,225,4412.44,0.0391,19.61,0.42,0.0944,0.03,0.025,0.3214,155.72,23.02
AD0387,Google_UAC,Healofy,Video_15s,Comparison_Ad,Watch_More,Broad_Women_25_34,Telugu,3858.21,Lowest_Cost,10,0,0,0,0,1,15,72,Mar,0,355869,3904,639,13004.88,0.011,20.35,0.2954,0.2127,0.0737,0.03,0.8127,136.82,55.57
AD0388,Meta_Reels,HealthKart_Women,Static_Image,Celebrity_Endorsement,Learn_More,Broad_Women_25_34,Marathi,381.51,Cost_Cap,18,0,0,0,0,1,0,54,Jan,0,31837,297,55,1080.79,0.0093,19.65,0.3147,0.2901,0.2129,0.0453,0.758,247.27,63.78
AD0389,Google_UAC,Healofy,Static_Image,Ingredient_Science,Shop_Now,Broad_Women_25_34,English,1110.63,Lowest_Cost,23,0,0,0,0,0,0,44,Mar,0,231944,4906,943,13936.14,0.0212,14.78,0.2585,0.3647,0.1278,0.0365,0.6155,204.11,64.29
AD0390,Google_UAC,Mylo_PregaPlus,Video_30s,Product_Demo,Install_Now,Pregnant_Tri1,English,2930.62,Lowest_Cost,30,0,0,0,0,0,30,50,Aug,1,65883,1190,247,4710.88,0.0181,19.07,0.2831,0.2861,0.1404,0.054,0.7268,224.24,62.48
AD0391,Meta_Stories,Mylo_App,Playable_Ad,Problem_Solution,Learn_More,Broad_Women_18_24,Hinglish,1368.1,Cost_Cap,10,0,0,0,0,1,26,45,Nov,1,128834,3998,534,7085.65,0.031,13.27,0.35,0.2,0.0611,0.0162,0.4494,152.16,39.6
AD0392,Meta_Feed,Mylo_LactoMama,Lead_Form,Ingredient_Science,Shop_Now,Pregnant_Tri2,Tamil,4098.2,Lowest_Cost,28,0,0,0,0,1,0,52,May,1,258011,7658,1248,28782.68,0.0297,23.06,0.2505,0.26,0.16,0.0578,0.6,270.66,53.42
AD0393,Google_UAC,Mylo_DiapersApp,Playable_Ad,Discount_Offer,Install_Now,Broad_Women_25_34,Hinglish,2933.14,Cost_Cap,18,1,1,0,1,1,43,70,Apr,1,452136,16026,2283,38569.23,0.0354,16.89,0.35,0.143,0.0387,0.0191,0.5541,159.68,48.64
AD0394,Google_UAC,Mylo_PregaPlus,Reels_Remix,Celebrity_Endorsement,Install_Now,Lookalike_Purchasers,English,1722.91,Target_ROAS,13,0,0,0,0,1,33,22,Nov,1,1567191,20417,3874,87401.7,0.013,22.56,0.2463,0.2648,0.1362,0.0497,0.58,251.06,60.68
AD0395,YouTube_Shorts,Mylo_Ovaluna,Static_Image,Seasonal_Festival,Swipe_Up,New_Mom_0_3m,English,6544.89,Cost_Cap,12,0,0,0,0,0,0,49,Oct,1,281504,5630,1184,34028.25,0.02,28.74,0.2195,0.38,0.2517,0.0651,0.7,252.9,71.3
AD0396,Meta_Feed,MamEarth,Static_Image,Product_Demo,Swipe_Up,New_Mom_3_6m,Hinglish,5451.47,Target_ROAS,19,0,0,0,0,1,0,26,Aug,0,356276,7271,1639,49718.09,0.0204,30.33,0.18,0.38,0.2467,0.1043,0.8434,194.06,75.22
AD0397,YouTube_Shorts,BabyChakra,Reels_Remix,Myth_Busting,Shop_Now,Retargeting_App_Inactive,Hinglish,1474.25,Max_Value,14,0,0,0,0,1,31,65,Jun,0,3773,62,13,79.09,0.0164,6.08,0.1656,0.3065,0.1322,0.1272,0.68,276.89,67.9
AD0398,YouTube_Shorts,Healofy,Video_30s,Problem_Solution,Swipe_Up,Broad_Women_25_34,Hinglish,3600.72,Cost_Cap,22,0,0,0,0,0,30,17,Jan,0,183833,3676,756,16109.27,0.02,21.31,0.194,0.1677,0.1248,0.0212,0.7343,231.25,59.71
AD0399,Google_Search,BabyChakra,Lead_Form,Testimonial_Mom,Shop_Now,Broad_Women_25_34,Hindi,5311.33,Lowest_Cost,10,0,0,0,0,0,0,32,Apr,0,218543,6548,1242,21237.31,0.03,17.1,0.2643,0.26,0.1336,0.0587,0.6,240.55,52.26
AD0400,Meta_Feed,Mylo_PregaPlus,Stories_Poll,Ingredient_Science,Learn_More,New_Mom_0_3m,Bengali,2323.18,Target_CPA,28,0,0,0,0,1,0,35,Jun,1,399039,7195,1574,38648.24,0.018,24.55,0.18,0.455,0.2498,0.0716,0.7376,195.39,76.25
AD0401,Google_Search,HealthKart_Women,Video_15s,Fear_Appeal,Install_Now,Broad_Women_25_34,Hinglish,3672.97,Max_Conversions,18,0,0,0,0,0,15,24,Jan,0,352108,9910,1971,47028.74,0.0281,23.86,0.293,0.2609,0.1756,0.0803,0.6427,242.93,61.47
AD0402,Meta_Feed,BabyChakra,Static_Image,Myth_Busting,Book_Free_Consult,Pregnant_Tri2,Tamil,1573.0,Lowest_Cost,20,0,0,0,0,1,0,46,Apr,0,246915,1808,354,8096.99,0.0073,22.87,0.1117,0.4285,0.2881,0.0524,0.787,252.1,78.8
AD0403,Meta_Reels,Mylo_PregaPlus,Video_15s,Problem_Solution,Get_Offer,Toddler_Mom_1_2y,Tamil,3872.08,Cost_Cap,19,0,0,0,0,0,15,63,Feb,1,620073,1860,340,6092.85,0.003,17.92,0.1994,0.3123,0.1308,0.0578,0.7878,212.4,67.01
AD0404,Google_UAC,Mylo_DiapersApp,Lead_Form,Doctor_Expert,Get_Offer,Retargeting_Cart_Abandon,Hindi,6206.84,Target_CPA,12,0,0,1,0,1,0,65,Aug,1,1686,37,5,90.0,0.0219,18.0,0.2039,0.1888,0.1142,0.1092,0.6,292.45,57.91
AD0405,Google_Search,PharmEasy_Baby,Lead_Form,Problem_Solution,Watch_More,New_Mom_3_6m,Bengali,422.58,Cost_Cap,12,0,0,0,0,1,0,56,Feb,0,316651,9121,1761,61814.9,0.0288,35.1,0.2517,0.2441,0.16,0.079,0.6,210.36,53.16
AD0406,Meta_Feed,PharmEasy_Baby,Static_Image,Ingredient_Science,Shop_Now,TTC,English,1357.94,Target_CPA,30,0,0,0,0,0,0,49,Jun,0,270887,3270,712,15330.91,0.0121,21.53,0.18,0.3839,0.2268,0.0594,0.7932,218.21,73.26
AD0407,Meta_Feed,Mylo_DiapersApp,Video_30s,Product_Demo,Watch_More,Lookalike_Purchasers,Malayalam,1265.53,Cost_Cap,20,0,0,0,0,1,30,40,Aug,1,89271,656,114,2438.2,0.0073,21.39,0.2128,0.2618,0.1389,0.0242,0.6274,193.89,61.88
AD0408,Google_UAC,PharmEasy_Baby,Video_15s,Fear_Appeal,Watch_More,Pregnant_Tri3,Hindi,6321.22,Target_CPA,28,0,0,0,0,1,15,60,Oct,0,260973,4776,1028,26710.57,0.0183,25.98,0.18,0.3268,0.1185,0.0712,0.7,303.0,67.0
AD0409,Meta_Reels,PharmEasy_Baby,Static_Image,Product_Demo,Swipe_Up,Retargeting_Cart_Abandon,Hindi,6646.19,Target_CPA,18,0,0,0,0,1,0,24,Aug,0,1496,33,6,103.49,0.0221,17.25,0.2366,0.3632,0.2325,0.0993,0.68,188.48,69.94
AD0410,Meta_Reels,Healofy,Collection_Ad,Problem_Solution,Learn_More,Broad_Women_18_24,Hindi,582.7,Lowest_Cost,12,0,0,0,0,1,0,6,Aug,0,473496,4554,680,5440.0,0.0096,8.0,0.3623,0.12,0.1,0.0248,0.5026,111.45,32.8
AD0411,Google_Search,HealthKart_Women,Stories_Poll,Before_After,Swipe_Up,Retargeting_Cart_Abandon,Telugu,5130.49,Lowest_Cost,16,0,0,0,0,0,0,33,Dec,0,3991,161,38,380.0,0.0403,10.0,0.2117,0.4379,0.2653,0.1374,0.8764,220.06,78.12
AD0412,YouTube_Shorts,Mylo_PregaPlus,Lead_Form,Ingredient_Science,Install_Now,New_Mom_6_12m,Hinglish,3220.88,Max_Conversions,12,0,0,0,0,1,0,62,Aug,1,545738,9644,1545,39843.7,0.0177,25.79,0.2594,0.1,0.0583,0.0494,0.4939,207.84,42.29
AD0413,Google_UAC,Mylo_App,Playable_Ad,Before_After,Learn_More,Pregnant_Tri2,Telugu,2577.08,Lowest_Cost,19,0,0,0,0,1,41,53,Apr,1,1065216,4260,864,34546.93,0.004,39.98,0.18,0.5073,0.2441,0.0968,0.7291,286.43,78.61
AD0414,YouTube_Shorts,Mylo_Ovaluna,Static_Image,Discount_Offer,Shop_Now,Lookalike_Purchasers,Telugu,420.28,Target_ROAS,18,1,1,0,1,1,0,41,Jul,1,70890,1417,218,2185.61,0.02,10.03,0.34,0.2883,0.1311,0.0325,0.5827,114.18,52.79
AD0415,Meta_Reels,Mylo_Ovaluna,Static_Image,Ingredient_Science,Sign_Up,Retargeting_App_Inactive,Hinglish,5331.2,Cost_Cap,23,0,0,0,0,1,0,60,Apr,1,2033,45,9,70.84,0.0221,7.87,0.1912,0.3443,0.1844,0.1168,0.7342,163.69,70.5
AD0416,Meta_Stories,Mylo_PregaPlus,Playable_Ad,Product_Demo,Install_Now,Pregnant_Tri3,Hinglish,5301.13,Max_Conversions,13,0,0,0,0,0,25,31,Jun,1,406178,15056,2869,101599.72,0.0371,35.41,0.1402,0.4026,0.2287,0.0878,0.7,195.73,74.73
AD0417,Google_UAC,Mylo_App,Video_30s,Ingredient_Science,Shop_Now,Pregnant_Tri1,Marathi,4770.27,Target_CPA,24,0,0,0,0,0,30,6,Mar,1,46366,384,79,1184.1,0.0083,14.99,0.1914,0.3218,0.173,0.0417,0.6811,256.21,67.03
AD0418,Meta_Feed,Mylo_LactoMama,Video_30s,Product_Demo,Get_Offer,Pregnant_Tri3,Hinglish,2367.24,Max_Value,18,0,0,0,0,0,30,30,Apr,1,192734,3268,753,19318.14,0.017,25.65,0.1028,0.38,0.2496,0.0744,0.847,167.49,77.35
AD0419,YouTube_Shorts,BabyChakra,Playable_Ad,Myth_Busting,Install_Now,Broad_Women_25_34,English,2481.24,Target_CPA,14,0,0,0,0,1,34,31,Dec,0,61889,1237,210,5255.73,0.02,25.03,0.34,0.2486,0.1288,0.0499,0.6961,161.37,58.23
AD0420,Google_UAC,BabyChakra,Video_15s,Emotional_Journey,Install_Now,New_Mom_0_3m,Malayalam,3751.08,Target_CPA,30,0,0,0,0,0,15,14,Dec,0,31687,454,105,2368.77,0.0143,22.56,0.18,0.4565,0.2492,0.0706,0.7279,206.35,76.15
AD0421,Meta_Feed,Mylo_App,Carousel,Before_After,Sign_Up,New_Mom_6_12m,Hindi,3426.89,Target_CPA,11,0,0,0,0,1,0,29,Oct,1,615789,11607,2122,53657.38,0.0188,25.29,0.1893,0.2836,0.1396,0.0248,0.6614,165.2,64.05
AD0422,Meta_Reels,Mylo_Ovaluna,Video_15s,Comparison_Ad,Watch_More,Lookalike_Purchasers,English,1606.37,Manual_CPC,23,0,0,0,0,1,15,38,Sep,1,77149,1196,204,2821.06,0.0155,13.83,0.1626,0.2473,0.1978,0.0388,0.6596,180.3,65.31
AD0423,Meta_Feed,PharmEasy_Baby,Video_15s,Myth_Busting,Swipe_Up,Broad_Women_25_34,Hindi,6277.22,Target_ROAS,8,0,0,0,0,0,15,38,May,0,421889,5673,1077,14029.74,0.0134,13.03,0.2643,0.2589,0.112,0.0371,0.7434,149.72,60.34
AD0424,Google_Search,Mylo_Ovaluna,Video_60s,UGC_Repost,Swipe_Up,Broad_Women_35_44,English,1987.18,Target_CPA,15,0,0,0,0,1,60,25,Apr,1,1569845,6279,1195,18925.88,0.004,15.84,0.2801,0.2552,0.1833,0.076,0.6526,160.18,61.93
AD0425,Meta_Stories,PharmEasy_Baby,Video_15s,Product_Demo,Install_Now,New_Mom_0_3m,Hinglish,1716.37,Lowest_Cost,10,0,0,0,0,1,15,54,Apr,0,396984,4076,877,20847.34,0.0103,23.77,0.1301,0.406,0.2423,0.0716,0.803,305.61,76.63
AD0426,Google_Display,Healofy,Static_Image,Doctor_Expert,Learn_More,New_Mom_0_3m,Malayalam,3532.23,Lowest_Cost,26,0,0,1,0,0,0,49,Jan,0,30061,310,71,1850.84,0.0103,26.07,0.1157,0.52,0.36,0.1046,0.8157,370.86,91.76
AD0427,Meta_Stories,Mylo_PregaPlus,Carousel,Myth_Busting,Learn_More,Broad_Women_25_34,English,1025.04,Max_Value,13,0,0,0,0,1,0,50,Dec,1,195113,1889,318,5735.38,0.0097,18.04,0.2415,0.3074,0.1191,0.0219,0.6126,235.73,61.98
AD0428,Meta_Feed,HealthKart_Women,Lead_Form,UGC_Repost,Learn_More,Pregnant_Tri3,English,1080.68,Cost_Cap,28,0,0,0,0,0,0,20,Jan,0,96983,2490,441,11618.77,0.0257,26.35,0.219,0.26,0.1436,0.0892,0.6,226.97,54.67
AD0429,Meta_Reels,HealthKart_Women,Stories_Poll,Problem_Solution,Learn_More,TTC,Hinglish,5339.57,Lowest_Cost,28,0,0,0,0,1,0,20,Nov,0,126204,2386,455,10269.88,0.0189,22.57,0.1305,0.3945,0.3056,0.0525,0.7,276.48,76.09
AD0430,Google_UAC,Healofy,Stories_Poll,Fear_Appeal,Shop_Now,Pregnant_Tri3,Bengali,4018.18,Lowest_Cost,23,0,0,0,0,0,0,27,May,0,74367,1549,346,6920.0,0.0208,20.0,0.18,0.392,0.2967,0.0641,0.7332,196.25,74.76
AD0431,Google_Display,HealthKart_Women,Video_30s,Comparison_Ad,Learn_More,Broad_Women_35_44,Hindi,5099.9,Max_Conversions,28,0,0,0,0,1,30,28,Feb,0,615787,10008,1959,25493.92,0.0163,13.01,0.2459,0.1912,0.0815,0.0203,0.6462,155.18,56.43
AD0432,Meta_Feed,Mylo_Ovaluna,Carousel,Product_Demo,Sign_Up,Broad_Women_25_34,Hindi,6435.64,Lowest_Cost,29,0,0,0,0,1,0,61,Jun,1,312515,3619,696,17872.95,0.0116,25.68,0.3293,0.2733,0.0674,0.0373,0.7545,235.87,58.47
AD0433,Meta_Reels,Mylo_LactoMama,Video_30s,Doctor_Expert,Swipe_Up,New_Mom_0_3m,Malayalam,6942.23,Lowest_Cost,26,0,0,1,0,1,30,21,Sep,1,63645,417,98,3550.35,0.0066,36.23,0.1065,0.52,0.36,0.147,0.92,348.38,94.33
AD0434,Meta_Feed,BabyChakra,Static_Image,Doctor_Expert,Swipe_Up,New_Mom_6_12m,Malayalam,4263.01,Target_CPA,15,0,0,1,0,1,0,24,Jun,0,1372397,411,82,2042.39,0.0003,24.91,0.1301,0.3905,0.2234,0.1124,0.7656,284.84,81.82
AD0435,YouTube_Shorts,BabyChakra,Reels_Remix,Product_Demo,Learn_More,New_Mom_0_3m,English,6975.5,Lowest_Cost,9,0,0,0,0,0,21,24,Jul,0,190715,3772,861,21197.63,0.0198,24.62,0.1334,0.3735,0.2847,0.0533,0.7658,183.09,75.48
AD0436,Meta_Stories,PharmEasy_Baby,Video_15s,Before_After,Watch_More,New_Mom_3_6m,Malayalam,5631.81,Max_Value,29,0,0,0,0,1,15,22,Dec,0,69026,643,131,2620.0,0.0093,20.0,0.1728,0.4277,0.2198,0.0761,0.7481,193.54,74.81
AD0437,Meta_Stories,BabyChakra,Static_Image,Product_Demo,Swipe_Up,Pregnant_Tri3,Hindi,3659.15,Max_Conversions,20,0,0,0,0,1,0,44,Dec,0,539420,11597,2709,71743.29,0.0215,26.48,0.1454,0.4254,0.2672,0.0674,0.7,267.62,76.1
AD0438,Google_Display,Healofy,Static_Image,Product_Demo,Install_Now,New_Mom_0_3m,Tamil,2592.25,Lowest_Cost,24,0,0,0,0,0,0,45,Nov,0,15231,257,60,1703.66,0.0169,28.39,0.1438,0.4292,0.2799,0.1033,0.8004,258.83,78.73
AD0439,Google_Search,HealthKart_Women,Video_60s,Celebrity_Endorsement,Swipe_Up,Pregnant_Tri2,Hindi,6278.56,Max_Value,15,0,0,0,0,1,60,3,Sep,0,1291520,35204,6615,181077.46,0.0273,27.37,0.18,0.38,0.16,0.0862,0.7,293.93,70.58
AD0440,Google_Display,Mylo_App,Lead_Form,Fear_Appeal,Swipe_Up,New_Mom_0_3m,Kannada,1528.62,Max_Conversions,8,0,0,0,0,1,0,34,Aug,1,138877,1714,291,5820.0,0.0123,20.0,0.2772,0.26,0.16,0.0846,0.5688,297.46,52.64
AD0441,Google_UAC,PharmEasy_Baby,Video_30s,Testimonial_Mom,Book_Free_Consult,Pregnant_Tri3,English,5596.85,Cost_Cap,20,0,0,0,0,0,30,5,Oct,0,557311,7596,1632,45378.15,0.0136,27.81,0.0906,0.3969,0.2152,0.082,0.8638,277.94,77.9
AD0442,Meta_Feed,HealthKart_Women,Reels_Remix,Ingredient_Science,Watch_More,TTC,Malayalam,1857.9,Max_Conversions,23,0,0,0,0,1,27,50,Apr,0,51656,1058,239,4780.0,0.0205,20.0,0.1496,0.4206,0.1923,0.0743,0.7366,222.46,74.38
AD0443,YouTube_Shorts,BabyChakra,Video_15s,Emotional_Journey,Install_Now,TTC,English,6594.67,Max_Conversions,12,0,0,0,0,1,15,38,Jun,0,353774,6832,1266,39767.46,0.0193,31.41,0.2192,0.38,0.1994,0.0803,0.7236,162.9,70.52
AD0444,Meta_Reels,Mylo_Ovaluna,Carousel,Problem_Solution,Swipe_Up,New_Mom_6_12m,Hinglish,6064.03,Max_Value,25,0,0,0,0,1,0,41,Feb,1,92087,1881,407,9782.99,0.0204,24.04,0.1665,0.327,0.1304,0.0413,0.6119,136.77,63.59
AD0445,Meta_Feed,MamEarth,Static_Image,Myth_Busting,Install_Now,Pregnant_Tri1,English,6598.72,Manual_CPC,15,0,0,0,0,0,0,26,Nov,0,554442,11517,2146,49811.15,0.0208,23.21,0.1766,0.31,0.1364,0.0441,0.5791,225.92,64.74
AD0446,Google_Display,Mylo_App,Video_60s,Ingredient_Science,Swipe_Up,New_Mom_6_12m,Hindi,3207.66,Max_Conversions,20,0,0,0,0,0,60,47,Mar,1,1240356,4961,773,16582.64,0.004,21.45,0.3057,0.226,0.1099,0.0492,0.5787,184.63,56.36
AD0447,Meta_Reels,Mylo_PregaPlus,Video_60s,Myth_Busting,Get_Offer,Lookalike_Purchasers,Hindi,5078.6,Cost_Cap,15,0,0,0,0,0,60,30,May,1,406669,8699,1553,30687.35,0.0214,19.76,0.3022,0.3276,0.1796,0.0156,0.5746,156.82,61.74
AD0448,Google_Display,Mylo_App,Video_30s,Doctor_Expert,Book_Free_Consult,Pregnant_Tri2,Hindi,6135.17,Max_Value,29,0,0,1,0,0,30,38,Jul,1,575317,3073,696,17070.3,0.0053,24.53,0.08,0.4292,0.38,0.0864,0.8441,315.05,89.84
AD0449,Meta_Reels,Mylo_DiapersApp,Video_30s,Before_After,Learn_More,New_Mom_3_6m,Hinglish,1417.05,Cost_Cap,12,0,0,0,0,1,30,65,Jul,1,602964,4412,928,28589.01,0.0073,30.81,0.1621,0.4,0.143,0.0645,0.7484,284.5,71.75
AD0450,Google_Search,Mylo_PregaPlus,Reels_Remix,Comparison_Ad,Shop_Now,Lookalike_Purchasers,Hindi,4936.09,Target_ROAS,26,0,0,0,0,1,15,27,Mar,1,360488,6966,1178,22107.72,0.0193,18.77,0.3075,0.2187,0.1766,0.0663,0.6946,217.08,59.72
AD0451,Google_UAC,Mylo_DiapersApp,Video_30s,Emotional_Journey,Install_Now,Toddler_Mom_1_2y,Telugu,1036.23,Manual_CPC,15,0,0,0,0,1,30,62,Jul,1,34405,431,92,2191.24,0.0125,23.82,0.1764,0.3192,0.1134,0.0469,0.6384,157.89,65.35
AD0452,Google_UAC,Mylo_Ovaluna,Lead_Form,Myth_Busting,Get_Offer,Broad_Women_18_24,Kannada,643.73,Max_Conversions,25,0,0,0,0,0,0,30,Jul,1,88087,2387,290,2320.0,0.0271,8.0,0.42,0.08,0.03,0.0108,0.4563,204.81,24.0
AD0453,Google_Search,Mylo_DiapersApp,Video_15s,Ingredient_Science,Watch_More,Broad_Women_35_44,Hinglish,4924.65,Max_Value,13,0,0,0,0,1,15,24,Jun,1,576653,13397,2544,47776.35,0.0232,18.78,0.3308,0.2306,0.0902,0.049,0.5668,183.96,55.0
AD0454,Google_Search,HealthKart_Women,Playable_Ad,Seasonal_Festival,Learn_More,Lookalike_Purchasers,Hinglish,4122.5,Manual_CPC,21,0,0,0,0,0,45,59,May,0,138661,4923,884,27947.99,0.0355,31.62,0.2955,0.3242,0.1803,0.0435,0.618,230.43,63.0
AD0455,Google_Display,Mylo_PregaPlus,Static_Image,Testimonial_Mom,Swipe_Up,Broad_Women_35_44,Hindi,687.54,Max_Value,25,0,0,0,0,0,0,13,Jun,1,113724,1327,271,3933.9,0.0117,14.52,0.2415,0.3608,0.2245,0.0318,0.7287,263.79,68.75
AD0456,Meta_Feed,PharmEasy_Baby,Static_Image,Ingredient_Science,Install_Now,Broad_Women_18_24,Malayalam,2595.58,Lowest_Cost,8,0,0,0,0,0,0,6,Feb,0,44992,532,79,1185.0,0.0118,15.0,0.4232,0.2135,0.05,0.0161,0.6847,94.0,33.28
AD0457,Meta_Feed,Mylo_PregaPlus,Reels_Remix,UGC_Repost,Install_Now,New_Mom_6_12m,Marathi,859.42,Lowest_Cost,17,0,0,0,0,0,25,63,Jan,1,556538,6175,1074,20918.3,0.0111,19.48,0.1671,0.1652,0.1452,0.0567,0.6614,212.77,60.8
AD0458,Google_Display,BabyChakra,Video_15s,Testimonial_Mom,Get_Offer,Broad_Women_25_34,Hinglish,611.85,Target_CPA,21,0,0,0,0,0,15,61,Oct,0,602791,3028,624,14854.49,0.005,23.81,0.2782,0.3574,0.1946,0.0642,0.7336,192.58,67.29
AD0459,Meta_Reels,Mylo_App,Playable_Ad,Before_After,Get_Offer,New_Mom_3_6m,Marathi,2005.95,Lowest_Cost,30,0,0,0,0,0,28,34,Mar,1,58142,1721,414,11688.78,0.0296,28.23,0.1662,0.4238,0.3016,0.0828,0.8037,274.21,77.97
AD0460,Meta_Stories,BabyChakra,Playable_Ad,Problem_Solution,Learn_More,Retargeting_Cart_Abandon,Hindi,5594.58,Max_Conversions,19,0,0,0,0,1,29,27,Dec,0,1799,74,16,197.13,0.0411,12.32,0.1318,0.3496,0.1683,0.1156,0.7675,263.05,72.71
AD0461,Meta_Feed,BabyChakra,Static_Image,Before_After,Shop_Now,Broad_Women_35_44,Hindi,6444.63,Lowest_Cost,19,0,0,0,0,0,0,43,Dec,0,228266,2016,323,6466.27,0.0088,20.02,0.279,0.2828,0.0908,0.0435,0.6546,190.64,59.96
AD0462,Google_Display,MamEarth,Carousel,Discount_Offer,Install_Now,Pregnant_Tri2,Marathi,6034.51,Max_Conversions,10,1,1,0,0,1,0,15,Aug,0,44178,1231,259,5261.98,0.0279,20.32,0.18,0.3905,0.1907,0.0763,0.7391,145.57,70.86
AD0463,Google_Search,Healofy,Playable_Ad,Fear_Appeal,Sign_Up,New_Mom_0_3m,Tamil,2649.52,Manual_CPC,10,0,0,0,0,1,22,18,Sep,0,77268,2542,581,21670.33,0.0329,37.3,0.08,0.3959,0.232,0.0918,0.7301,185.52,77.06
